movieId,imdbID,Title,Year,Genre,Director,Writer,Actors,Language,Poster,imdbRating,imdbVotes
26940,tt0116835,The Late Shift,1996,"Comedy, Drama",Betty Thomas,"Bill Carter (book), Bill Carter (teleplay), George Armitage (teleplay)","Kathy Bates, John Michael Higgins, Daniel Roebuck, Bob Balaban",English,https://m.media-amazon.com/images/M/MV5BMTkzOTI4OTY4OF5BMl5BanBnXkFtZTcwOTQ5NDgyMQ@@._V1_SX300.jpg,6.8,2888
26947,tt0117407,Pusher,1996,"Crime, Thriller",Nicolas Winding Refn,"Jens Dahl, Nicolas Winding Refn","Kim Bodnia, Zlatko Buric, Laura Drasbæk, Slavko Labovic","Danish, Swedish, Serbian",https://m.media-amazon.com/images/M/MV5BNGUyMDY0NjgtMmQ4Yi00NjgxLTljOTQtMDE5NDNkNjAxOGI1XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,7.4,32568
26958,tt0118308,Emma,1996,"Comedy, Drama, Romance",Diarmuid Lawrence,"Jane Austen (novel), Andrew Davies (screenplay)","Kate Beckinsale, Bernard Hepton, Mark Strong, Samantha Bond",English,https://m.media-amazon.com/images/M/MV5BOTYyMTY4MzgwMF5BMl5BanBnXkFtZTgwMDQxMzgwMzE@._V1_SX300.jpg,7,4995
26965,tt0118760,The Boxer,1997,"Drama, Romance, Sport",Jim Sheridan,"Jim Sheridan, Terry George","Daniel Day-Lewis, Daragh Donnelly, Frank Coughlan, Sean Kearns",English,https://m.media-amazon.com/images/M/MV5BZjgxZmFkMTktMWYzYi00ZjdhLWJiODEtNTcyODIwNjQxZGQzXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,7.1,17905
26974,tt0119237,Gummo,1997,"Comedy, Drama",Harmony Korine,Harmony Korine,"Jacob Sewell, Nick Sutton, Lara Tosh, Jacob Reynolds",English,https://m.media-amazon.com/images/M/MV5BMTQ1NjE4NTU4N15BMl5BanBnXkFtZTgwODkwMDg3NjE@._V1_SX300.jpg,6.7,30362
26985,tt0119794,Nirvana,1997,"Action, Drama, Sci-Fi, Thriller",Gabriele Salvatores,"Gabriele Salvatores, Pino Cacucci (screenplay collaborator), Gloria Corica (screenplay collaborator)","Christopher Lambert, Diego Abatantuono, Sergio Rubini, Stefania Rocca",Italian,https://m.media-amazon.com/images/M/MV5BNTQ1MjZiY2UtNzlmNi00YWQ5LThiZjEtNWRlOTVkZjVjMWUwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.1,5983
26999,tt0120131,The Lion King 2: Simba's Pride,1998,"Animation, Adventure, Drama, Family, Musical, Romance","Darrell Rooney, Rob LaDuca(co-director)","Flip Kobler (screenplay), Cindy Marcus (screenplay), Jenny Wingfield (additional written material), Linda Voorhees (additional written material), Gregory Poirier (additional written material), Bill Motz (additional written material), Bob Roth (additional written material), Mark McCorkle (additional written material), Robert Schooley (additional written material), Jonathan Cuba (additional written material)","Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume",English,https://m.media-amazon.com/images/M/MV5BY2Y3MTk2MDgtOTc1Yy00ZmFjLThlNTEtMDQ1Y2EzZmRjMzVjXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,6.5,57823
27002,tt0120570,From the Earth to the Moon,1998,"Action, Drama, History, Thriller",,,"Tom Hanks, Nick Searcy, Lane Smith, David Andrews",English,https://m.media-amazon.com/images/M/MV5BMTg1NTM4ODctMWUxYi00NDZhLWJhNGEtNzA3MGE4MWY4N2E2XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,8.6,10374
27003,tt0120604,Beowulf,1999,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",Graham Baker,"Anonymous (epic poem ""Beowulf""), Mark Leahy (screenplay), David Chappe (screenplay)","Christopher Lambert, Rhona Mitra, Oliver Cotton, Götz Otto",English,https://m.media-amazon.com/images/M/MV5BZDk0N2Q5ZDktNWMyZC00NGI1LThmMWEtNTE3YjM0Nzg5YzAyXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,4.1,10792
27006,tt0120801,RKO 281,1999,"Biography, Drama",Benjamin Ross,"John Logan, Richard Ben Cramer (documentary ""The Battle Over Citizen Kane""), Thomas Lennon (documentary ""The Battle Over Citizen Kane"")","Liev Schreiber, James Cromwell, Melanie Griffith, John Malkovich",English,https://m.media-amazon.com/images/M/MV5BMTcwNjQ0MTY0N15BMl5BanBnXkFtZTYwMzE4MDI5._V1_SX300.jpg,7,5513
27008,tt0120860,Dusk Till Dawn 2: Texas Blood Money,1999,"Crime, Horror, Thriller",Scott Spiegel,"Scott Spiegel (story), Boaz Yakin (story), Scott Spiegel (screenplay), Duane Whitaker (screenplay)","Robert Patrick, Bo Hopkins, Duane Whitaker, Muse Watson",English,https://m.media-amazon.com/images/M/MV5BOTZkNTA2ODItYzY1MC00NWJhLWIwNTYtNmI2NWIxNzA0Yzc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.1,14591
27020,tt0123865,Gia,1998,"Biography, Drama, Romance",Michael Cristofer,"Jay McInerney, Michael Cristofer","Angelina Jolie, Elizabeth Mitchell, Eric Michael Cole, Kylie Travis","English, German, French",https://m.media-amazon.com/images/M/MV5BOWU4MTdmZWQtZGQ2Mi00Zjc0LThiNDAtNTY2NDZkMzAwNWJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,7,39349
27022,tt0124901,Thursday,1998,"Action, Comedy, Crime, Drama, Mystery, Thriller",Skip Woods,Skip Woods,"Thomas Jane, Aaron Eckhart, Paulina Porizkova, James Le Gros",English,https://m.media-amazon.com/images/M/MV5BMTkyNzExNTg1OV5BMl5BanBnXkFtZTcwMzQwNTgzMQ@@._V1_SX300.jpg,7.2,16507
27032,tt0127357,Who Am I?,1998,"Action, Adventure, Comedy, Sci-Fi, Thriller","Benny Chan, Jackie Chan","Jackie Chan, Susan Chan, Lee Reynolds","Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak","English, Cantonese, Dutch",https://m.media-amazon.com/images/M/MV5BMjY1MzkxZWMtZTdlZC00OGYzLWE5MDktMzc0YjViNDg0MjEzXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg,6.8,35064
27036,tt0130414,Merlin,1998,"Action, Adventure, Drama, Fantasy, Romance",,,"Sam Neill, Helena Bonham Carter, John Gielgud, Rutger Hauer",English,https://m.media-amazon.com/images/M/MV5BMTYzNDExNjk2NF5BMl5BanBnXkFtZTcwMTQ3NjYxMQ@@._V1_SX300.jpg,7.1,19821
27074,tt0145600,Brave New World,1998,"Drama, Sci-Fi","Leslie Libman, Larry Williams","Aldous Huxley (book), Dan Mazur (teleplay), David Tausik (teleplay)","Peter Gallagher, Leonard Nimoy, Tim Guinee, Rya Kihlstedt",English,https://m.media-amazon.com/images/M/MV5BMTQ2MTQwMTM4N15BMl5BanBnXkFtZTcwNzA4ODUxMQ@@._V1_SX300.jpg,5.2,1822
27075,tt0146402,Addams Family Reunion,1998,"Comedy, Family, Fantasy, Thriller",Dave Payne,"Rob Kerchner, Scott Sandin, Charles Addams (based on the characters created by)","Daryl Hannah, Tim Curry, Nicole Fugere, Jerry Messing",English,https://m.media-amazon.com/images/M/MV5BNzYyMGNlOTktZmQ5Ny00OGJhLThiM2ItYjJhZTdmZWM4OWI2XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,3.9,3766
27105,tt0158131,Purgatory,1999,"Fantasy, Western",Uli Edel,Gordon T. Dawson,"Sam Shepard, Eric Roberts, Randy Quaid, Peter Stormare",English,https://m.media-amazon.com/images/M/MV5BMTk5NjQwMzIzNF5BMl5BanBnXkFtZTcwNDIwMzgyMQ@@._V1_SX300.jpg,7,3536
27124,tt0161292,Bleeder,1999,"Crime, Drama",Nicolas Winding Refn,Nicolas Winding Refn,"Kim Bodnia, Mads Mikkelsen, Rikke Louise Andersson, Liv Corfixen","Danish, Serbian",https://m.media-amazon.com/images/M/MV5BNzIzYjZmOWItMmNkYi00NTdhLWJlYmEtMjU2ZDQwY2ExZTQ1XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,6.8,6606
27134,tt0164961,Vidocq,2001,"Action, Crime, Fantasy, Mystery, Sci-Fi, Thriller",Pitof,"François-Eugène Vidocq (memoirs), Pitof (screenplay), Jean-Christophe Grangé (screenplay)","Gérard Depardieu, Guillaume Canet, Inés Sastre, André Dussollier",French,https://m.media-amazon.com/images/M/MV5BZmJmN2UwNjEtNTZkMy00OTBmLTliYjgtYTIzYTVjMmM3ODliXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.5,20613
27140,tt0165662,Candyman: Day of the Dead,1999,"Horror, Thriller",Turi Meyer,"Clive Barker (based upon characters created by), Alfredo Septién, Turi Meyer","Tony Todd, Donna D'Errico, Jsu Garcia, Wade Williams","English, Spanish",https://m.media-amazon.com/images/M/MV5BNTVkM2FhMDgtMjY0Ny00YWZlLTgzZWMtNjE2Zjc3ZmZjMjhjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.1,4621
27155,tt0169590,The Batman Superman Movie: World's Finest,1997,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",Toshihiko Masuda,"Alan Burnett (story ""World's Finest""), Paul Dini (story ""World's Finest""), Stan Berkowitz (screenplay ""World's Finest,  Part III""), Alan Burnett (screenplay ""World's Finest,  Part I""), Paul Dini (screenplay ""World's Finest,  Part I""), Rich Fogel (screenplay ""World's Finest,  Part I""), Steve Gerber (screenplay ""World's Finest,  Part II""), Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Bob Kane (creator: Batman)","Tim Daly, Dana Delany, Kevin Conroy, Mark Hamill",English,https://m.media-amazon.com/images/M/MV5BYzk0MTI0YmUtMDgwOC00M2U5LTgzMDktM2RhN2M3ZDVmOWFiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.8,8146
27156,tt0169858,Neon Genesis Evangelion: The End of Evangelion,1997,"Animation, Action, Drama, Fantasy, Sci-Fi","Hideaki Anno, Kazuya Tsurumaki",Hideaki Anno (screenplay),"Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi",Japanese,https://m.media-amazon.com/images/M/MV5BZjJhMThkNTQtNjkxNy00MDdjLTg4MWQtMTI2MmQ3MDVmODUzXkEyXkFqcGdeQXVyMTAwOTA3NzY3._V1_SX300.jpg,8.1,32587
27176,tt0177262,Style Wars,1983,"Documentary, Music",Tony Silver,,"Demon, Kase 2, Eric Haze, Spank",English,https://m.media-amazon.com/images/M/MV5BMTQ4NjA3NzY3MV5BMl5BanBnXkFtZTYwNTEwNjk5._V1_SX300.jpg,8.1,2522
27178,tt0177858,In July,2000,"Adventure, Comedy, Romance",Fatih Akin,Fatih Akin,"Moritz Bleibtreu, Christiane Paul, Mehmet Kurtulus, Idil Üner","German, English, Turkish, Bulgarian, Serbo-Croatian, Romanian",https://m.media-amazon.com/images/M/MV5BMjI5YzE3MGUtMzFiNS00NzNjLTkxYWYtZTRiYWE3MDY1NmNkXkEyXkFqcGdeQXVyMjc2NTQ1MTI@._V1_SX300.jpg,7.7,20115
27186,tt0181627,Kirikou and the Sorceress,1998,"Animation, Adventure, Family, Fantasy","Michel Ocelot, Raymond Burlet",,"Doudou Gueye Thiaw, Maimouna N'Diaye, Awa Sene Sarr, Robert Liensol",French,https://m.media-amazon.com/images/M/MV5BM2MxNGRhZjctZmVkYy00ZGE4LTg5MjctY2I1NGMyYjJjNTMwXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,7.5,8153
27193,tt0183869,Taxi 2,2000,"Action, Comedy, Crime",Gérard Krawczyk,Luc Besson,"Samy Naceri, Frédéric Diefenthal, Marion Cotillard, Emma Wiklund","French, Japanese, German",https://m.media-amazon.com/images/M/MV5BNDQ4MWJiNzMtNDE5MC00YTBjLTg2M2EtMDI5NmY5ZWJlOTYxXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,6.5,49139
27246,tt0206036,If These Walls Could Talk 2,2000,"Drama, Romance","Jane Anderson, Martha Coolidge, Anne Heche","Jane Anderson, Sylvia Sichel (teleplay), Sylvia Sichel (story), Alex Sichel (story), Anne Heche, Earl W. Wallace (Created by)","Vanessa Redgrave, Marian Seldes, Paul Giamatti, Elizabeth Perkins",English,https://m.media-amazon.com/images/M/MV5BZjQxYjU5ZDAtNWRhNi00ODdkLTg4YzktN2E4Y2IxYmVjN2I0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,6365
27251,tt0207275,The 10th Kingdom,2000,"Adventure, Comedy, Family, Fantasy, Mystery, Romance",,,"Dianne Wiest, Daniel Lapaine, Kimberly Williams-Paisley, Scott Cohen",English,https://m.media-amazon.com/images/M/MV5BMTc4NTcyNzgwMV5BMl5BanBnXkFtZTcwMTU4NjUyMQ@@._V1_SX300.jpg,8.3,16841
27255,tt0209463,The Wind Will Carry Us,1999,Drama,Abbas Kiarostami,Abbas Kiarostami,"Behzad Dorani, Noghre Asadi, Roushan Karam Elmi, Bahman Ghobadi","Persian, Kurdish",https://m.media-amazon.com/images/M/MV5BMTMzODc3MTkzOV5BMl5BanBnXkFtZTcwMjIyNDQzMQ@@._V1_SX300.jpg,7.6,7672
27266,tt0212712,2046,2004,"Drama, Romance, Sci-Fi",Kar-Wai Wong,Kar-Wai Wong (screenplay),"Tony Chiu-Wai Leung, Li Gong, Faye Wong, Takuya Kimura","Cantonese, Japanese, Mandarin",https://m.media-amazon.com/images/M/MV5BMzY1MjkzNDY4MF5BMl5BanBnXkFtZTcwMzE1NzAzMQ@@._V1_SX300.jpg,7.4,48368
27306,tt0230025,Bartleby,2001,"Comedy, Drama, Mystery",Jonathan Parker,"Herman Melville (story ""Bartleby the Scrivener""), Jonathan Parker (screenplay), Catherine DiNapoli (screenplay)","David Paymer, Crispin Glover, Glenne Headly, Maury Chaykin",English,https://m.media-amazon.com/images/M/MV5BMTMwMDk5ODA1MV5BMl5BanBnXkFtZTYwNzY1OTU3._V1_SX300.jpg,6.4,1759
27311,tt0233298,Batman Beyond: Return of the Joker,2000,"Animation, Action, Crime, Sci-Fi, Thriller",Curt Geda,"Bob Kane (character created by: Batman), Paul Dini (story), Glen Murakami (story), Bruce Timm (story), Paul Dini (screenplay)","Will Friedle, Kevin Conroy, Mark Hamill, Angie Harmon",English,https://m.media-amazon.com/images/M/MV5BNmRmODEwNzctYzU1MS00ZDQ1LWI2NWMtZWFkNTQwNDg1ZDFiXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,7.8,22149
27317,tt0235198,Audition,1999,"Drama, Horror, Mystery",Takashi Miike,"Ryû Murakami (novel), Daisuke Tengan (screenplay)","Ryo Ishibashi, Eihi Shiina, Tetsu Sawaki, Jun Kunimura",Japanese,https://m.media-amazon.com/images/M/MV5BMWFkYmI3ZmItYWM3MS00NGRhLWEyYTMtNTZhNzBhMWRjMjdjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.2,67697
27320,tt0235618,The Nine Lives of Tomas Katz,2000,"Comedy, Drama, Fantasy, Mystery",Ben Hopkins,"Thomas Browne, Rob Cheek (story), Ben Hopkins (screenplay), Ben Hopkins (story)","Tom Fisher, Ian McNeice, Tony Maudsley, William Keen","English, French",https://m.media-amazon.com/images/M/MV5BMmVkYTZjNTYtYzRhYy00NWUyLWI2MTQtMGIxNDg4MWI2MjVhXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_SX300.jpg,7.1,982
27328,tt0239655,Monday,2000,"Comedy, Crime, Fantasy",SABU,SABU,"Shin'ichi Tsutsumi, Yasuko Matsuyuki, Ren Ôsugi, Masanobu Andô",Japanese,https://m.media-amazon.com/images/M/MV5BNjhlNmFmYzQtYTQxNy00NzAzLWIxNDItNmJhYmM3OGViNTY1XkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_SX300.jpg,7.4,1886
27329,tt0239894,Paradise Lost 2: Revelations,2000,"Documentary, Crime","Joe Berlinger, Bruce Sinofsky",,"Damien Wayne Echols, Melissa Byers, Norris Deajon, Tim Sullivan",English,https://m.media-amazon.com/images/M/MV5BMTUwMTQ1MzczN15BMl5BanBnXkFtZTYwMTQxNjA5._V1_SX300.jpg,7.6,7681
27368,tt0250223,Asterix and Obelix Meet Cleopatra,2002,"Adventure, Comedy, Family, Fantasy",Alain Chabat,"René Goscinny (comic book ""Astérix et Cléopatre""), Albert Uderzo (comic book ""Astérix et Cléopatre""), Alain Chabat (screenplay)","Gérard Depardieu, Christian Clavier, Jamel Debbouze, Monica Bellucci","French, Arabic, Cantonese, Latin, German",https://m.media-amazon.com/images/M/MV5BM2Q3NmUzNjAtM2VjMS00MGU3LWE4YjEtZTM1NDM0YTdlOWRkXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,6.6,46733
27369,tt0250440,Daria in 'Is It Fall Yet?',2000,"Animation, Comedy","Karen Disher, Guy Moore","Glenn Eichler, Peggy Nicoll","Rachel Anton, Brett Barsky, Corey Block, Cindy E. Brolsma",English,https://m.media-amazon.com/images/M/MV5BMTYzMzY2NjMxOF5BMl5BanBnXkFtZTcwNjI0OTgxMQ@@._V1_SX300.jpg,8.2,3491
27370,tt0250491,Late Night Shopping,2001,Comedy,Saul Metzstein,Jack Lothian,"Luke de Woolfson, James Lance, Kate Ashfield, Enzo Cilenti",English,https://m.media-amazon.com/images/M/MV5BMTY1MzkwMzQ2MV5BMl5BanBnXkFtZTYwMTgwNDg5._V1_SX300.jpg,6.9,2056
27373,tt0250934,61*,2001,"Biography, Drama, History, Sport",Billy Crystal,Hank Steinberg,"Barry Pepper, Thomas Jane, Anthony Michael Hall, Richard Masur",English,https://m.media-amazon.com/images/M/MV5BMTM2NDcxMjE4Ml5BMl5BanBnXkFtZTcwMzAwNTYxMQ@@._V1_SX300.jpg,7.8,13169
27397,tt0260991,Joint Security Area,2000,"Action, Drama, Thriller, War",Chan-wook Park,"Seong-san Jeong, Hyun-seok Kim, Mu-yeong Lee, Chan-wook Park, Myeong-chan Park (comic), Sang-yeon Park (novel)","Yeong-ae Lee, Byung-hun Lee, Kang-ho Song, Tae-woo Kim","Korean, English, German",https://m.media-amazon.com/images/M/MV5BZjI3NjFlOTktN2JhYy00NjhjLWFmYWYtMDk3ZTkwOWQwZTAwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.8,24547
27408,tt0265651,Ripley's Game,2002,"Crime, Drama, Mystery, Thriller",Liliana Cavani,"Charles McKeown, Liliana Cavani, Patricia Highsmith (novel)","Ray Winstone, John Malkovich, Uwe Mansshardt, Hanns Zischler","English, German, Italian",https://m.media-amazon.com/images/M/MV5BMTA5MjMyODQzNzNeQTJeQWpwZ15BbWU2MDkwMzg0Nw@@._V1_SX300.jpg,6.6,16561
27416,tt0269389,Jalla! Jalla!,2000,"Comedy, Drama, Romance",Josef Fares,Josef Fares,"Fares Fares, Torkel Petersson, Tuva Novotny, Laleh Pourkarim","Swedish, Arabic",https://m.media-amazon.com/images/M/MV5BODk2YWMzMGUtYTdlZS00Y2JhLThhZTYtNTQ5ZmI5MzkxNmQ0XkEyXkFqcGdeQXVyNzQxNDExNTU@._V1_SX300.jpg,6.7,12503
27420,tt0270688,Teknolust,2002,"Comedy, Drama, Romance",Lynn Hershman-Leeson,Lynn Hershman-Leeson,"Tilda Swinton, Jeremy Davies, James Urbaniak, John O'Keefe",English,https://m.media-amazon.com/images/M/MV5BMjE1ODEyNzY0Ml5BMl5BanBnXkFtZTcwNjExNDAwMQ@@._V1_SX300.jpg,5.3,1168
27426,tt0271946,The Accidental Spy,2001,"Action, Comedy, Crime, Mystery, Thriller",Teddy Chan,"Rod Dean (English adaptation), Ivy Ho","Jackie Chan, Eric Tsang, Vivian Hsu, Min Kim","Cantonese, Mandarin, English, Korean, French, Turkish",https://m.media-amazon.com/images/M/MV5BMjM0NDY2Nzg2NF5BMl5BanBnXkFtZTgwNzE1NTgwMzE@._V1_SX300.jpg,5.9,15639
27434,tt0273517,Darkness,2002,Horror,Jaume Balagueró,"Jaume Balagueró, Fernando de Felipe, Miguel Tejada-Flores (additional dialogue)","Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini",English,https://m.media-amazon.com/images/M/MV5BYjE1NTI3ZjItYzVjMi00NWY3LThjNTctNjhhNzU5ZjEwZTZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.5,18331
27441,tt0275230,Blood: The Last Vampire,2000,"Animation, Action, Horror",Hiroyuki Kitakubo,"Kenji Kamiyama (screenplay), Katsuya Terada","Yûki Kudô, Saemi Nakamura, Joe Romersa, Rebecca Forstadt","English, Japanese",https://m.media-amazon.com/images/M/MV5BMTk4MjA0NTQ1N15BMl5BanBnXkFtZTYwMzEyMjE5._V1_SX300.jpg,6.7,11646
27450,tt0276830,Renegade,2004,"Adventure, Western",Jan Kounen,"Matthieu Le Naour (screenplay), Alexandre Coquelle (screenplay), Gérard Brach (screenplay), Louis Mellis (screenplay), Jan Kounen (screen story), Gérard Brach (screen story), Jean Giraud (comic book), Jean-Michel Charlier (comic book), Carlo De Boutiny (early collaboration), Cassidy Pope","Vincent Cassel, Juliette Lewis, Michael Madsen, Temuera Morrison","English, Athapascan languages, German, French, Spanish, Apache languages",https://m.media-amazon.com/images/M/MV5BMTUyOTk3MDUwOV5BMl5BanBnXkFtZTgwNjc0NjgwMzE@._V1_SX300.jpg,5.2,10078
27473,tt0283877,American Psycho II: All American Girl,2002,"Horror, Thriller",Morgan J. Freeman,"Alex Sanger (screenplay), Karen Craig (screenplay), Bret Easton Ellis (Characters created by)","Mila Kunis, William Shatner, Geraint Wyn Davies, Robin Dunne",English,https://m.media-amazon.com/images/M/MV5BMjFiNWFjYmUtZThmZi00MThmLWE4OWYtMjFiZmRiZWMzYmRiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,3.8,13980
27478,tt0284837,Ali G Indahouse,2002,Comedy,Mark Mylod,"Sacha Baron Cohen, Dan Mazer","Sacha Baron Cohen, Emilio Rivera, Gina La Piana, Dana de Celis","English, French, Spanish",https://m.media-amazon.com/images/M/MV5BMTgxMTA5YmYtNTE0MC00Mzk1LWJkNTUtZjJiYzBjYjdlYTM4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.2,81219
27480,tt0285005,Dead or Alive 2: Birds,2000,"Action, Comedy, Crime, Drama, Thriller",Takashi Miike,Masa Nakamura,"Shô Aikawa, Riki Takeuchi, Noriko Aota, Edison Chen",Japanese,https://m.media-amazon.com/images/M/MV5BYWMwYTk2ZmQtYjYwOS00N2FmLThmOTItY2YyZmRkOTEzYjU1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.8,3360
27482,tt0285492,Cube²: Hypercube,2002,"Drama, Mystery, Sci-Fi, Thriller",Andrzej Sekula,"Sean Hood (story), Sean Hood (screenplay), Ernie Barbarash (screenplay), Lauren McLaughlin (screenplay)","Kari Matchett, Geraint Wyn Davies, Grace Lynn Kung, Matthew Ferguson",English,https://m.media-amazon.com/images/M/MV5BNWFmNDJhNTMtNmIzNy00MmI4LThlMDktOTdiM2ExMjI2MWE1XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,5.6,60223
27491,tt0286751,Pulse,2001,"Horror, Mystery, Sci-Fi, Thriller",Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Haruhiko Katô, Kumiko Asô, Koyuki, Kurume Arisaka",Japanese,https://m.media-amazon.com/images/M/MV5BM2QyYmRlNjAtYTIzMC00Zjk5LWFmNTYtYzIxZDc2OTFiNmZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,6.5,15094
27513,tt0290661,Dog Days,2001,Drama,Ulrich Seidl,"Veronika Franz, Ulrich Seidl","Maria Hofstätter, Alfred Mrva, Erich Finsches, Gerti Lehner",German,https://m.media-amazon.com/images/M/MV5BMTI5MDY1MzI5MV5BMl5BanBnXkFtZTcwMzQ5MzUyMQ@@._V1_SX300.jpg,7.1,5652
27523,tt0293715,My Sassy Girl,2001,"Comedy, Drama, Romance",Jae-young Kwak,"Ho-sik Kim (novel), Jae-young Kwak (screenplay)","Tae-Hyun Cha, Ji-Hyun Jun, In-mun Kim, Wok-suk Song","Korean, English",https://m.media-amazon.com/images/M/MV5BMjM2NTYxMTE3OV5BMl5BanBnXkFtZTgwNDgwNjgwMzE@._V1_SX300.jpg,8,43625
27537,tt0298482,Nothing,2003,"Comedy, Fantasy",Vincenzo Natali,"Vincenzo Natali (story), Andrew Miller (story), David Hewlett (story), Andrew Lowery, Andrew Miller","David Hewlett, Andrew Miller, Gordon Pinsent, Marie-Josée Croze",English,https://m.media-amazon.com/images/M/MV5BMTI0MTg0ODI0M15BMl5BanBnXkFtZTcwNTM1MDEzMQ@@._V1_SX300.jpg,6.2,5619
27539,tt0298504,Undertaking Betty,2002,"Comedy, Romance",Nick Hurran,Fred Ponzlov,"Hannah Higgins, Joshua Jenkins, Shaun Phillips, Alfred Molina",English,https://m.media-amazon.com/images/M/MV5BNTkwODM1MDI0M15BMl5BanBnXkFtZTcwODk3NzQ0MQ@@._V1_SX300.jpg,6.6,4564
27549,tt0301167,Dead or Alive: Final,2002,"Comedy, Crime, Drama, Sci-Fi, Thriller",Takashi Miike,"Hitoshi Ishikawa, Yoshinobu Kamo, Ichiro Ryu","Shô Aikawa, Maria Chen, Richard Chen, Jason Chu","Japanese, Cantonese",https://m.media-amazon.com/images/M/MV5BZWJjMzdkMzAtNzgxNC00NzIyLTljNGQtOTQwNjI4M2Y0ZDc4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.7,2221
27555,tt0302585,Fubar,2002,"Comedy, Music",Michael Dowse,"Michael Dowse, David Lawrence, Paul Spence, David Lawrence (concept), North Darling (character ""Farrel"")","Paul Spence, David Lawrence, Gordon Skilling, Andrew Sparacino",English,https://m.media-amazon.com/images/M/MV5BMTU3MzY0NzgwN15BMl5BanBnXkFtZTcwMDgxOTUyMQ@@._V1_SX300.jpg,7,3898
27563,tt0304262,The Happiness of the Katakuris,2001,"Comedy, Fantasy, Horror, Musical",Takashi Miike,"Ai Kennedy (translation), Kikumi Yamagishi (screenplay)","Kenji Sawada, Keiko Matsuzaka, Shinji Takeda, Naomi Nishida",Japanese,https://m.media-amazon.com/images/M/MV5BMWVhYmFkOWMtZWQ1OC00MjQxLWE4MzEtMjk0NjQwMGE2MWJhXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,7.1,7866
27584,tt0308152,Dead End,2003,"Adventure, Horror, Mystery, Thriller","Jean-Baptiste Andrea, Fabrice Canepa","Jean-Baptiste Andrea, Fabrice Canepa","Ray Wise, Lin Shaye, Mick Cain, Alexandra Holden",English,https://m.media-amazon.com/images/M/MV5BNTM2YWZhMjktMDk5My00YzMxLTk5ZDAtNmM0NTkyMDZmMWE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,24866
